,product_id,title,link,discount_price,regular_price,brand
0,168899,"Сухой корм для стерилизованных кошек, с индейкой, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/korm-suhoy-dlya-sterilizovannyh-koshek-s-indeykoy-pak-400g.html?offer=168901,1199,1199,Wellkiss
1,168902,"Сухой корм для стерилизованных кошек, с ягненком, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-yagnenkom-pak-400g.html?offer=168904,1199,1199,Wellkiss
2,151160,"Adult Sterilized Classic Сухой корм для стерилизованных кошек, с курицей, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/classic-korm-dlya-sterilizovannyh-koshek-s-kuricey.html?offer=138270,2629,2629,Ownat
3,119899,"N&D PRIME сухой корм для стерилизованных кошек, с курицей и гранатом, 300г",https://4lapy.ru/catalog/koshki/korm-koshki/kholistik/farmina-n-d-prime-cat-neutered-chicken-pomegranate-adult-300g.html?offer=119901,3683,3683,Farmina
4,151172,"Adult Sterilized Корм сухой беззерновой для стерилизованных кошек, с курицей, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/just-korm-dlya-sterilizovannyh-koshek-bezzernovoy-s-kuricey.html?offer=124629,3289,3289,Ownat
5,112527,"Сухой корм для стерилизованных кошек, четыре вида мяса, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-grandorf-dlya-sterilizovannyh-koshek-chetyre-vida-myasa-s-burym-risom-400g.html?offer=112529,3155,3155,Grandorf
6,155683,"Корм сухой для кастрированных котов и стерилизованных кошек в возрасте от 1 года до 7 лет, с курицей, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-kuricey1.html?offer=155686,8999,8999,Grandin
7,41954,"Sterilised 37 Regular Сухой корм для стерилизованных кошек с 1 до 7 лет, 200 г",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Sterilised_37_suhoy_korm_dlya_sterilizovannyh_koshek.html?offer=45708,2385,2385,Royal Canin
8,148182,"Adult Sterilized Корм сухой для стерилизованных кошек, с ягненком, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-steril-s-yagnenkom.html?offer=148185,4729,4729,Wellkiss
9,119992,"Vet Life Gastrointestinal Сухой диетический корм для кошек при заболеваниях ЖКТ, с курицей, 400 гр.",https://4lapy.ru/catalog/koshki/korm-koshki/dieticheskiy/vet-life-natural-diet-cat-gastro-intestinal-400-gr.html?offer=120008,4335,4335,Farmina
